Column_,Row,Grid_Code,Location,elevation,latitude,depth,PWP,FC,SAT,SWinit,OC_topsoil,OC_subsoil,BD_topsoil,BD_subsoil,Sand_topsoil,Clay_topsoil,Silt_topsoil,Sand_subsoil,Clay_subsoil,Silt_subsoil
132,84,84132,84_132,116,46.75,1.3,0.4,0.667,0.727,0.5869,33.63,32.89,0.27,0.28,40,20,40,40,20,40
132,85,85132,85_132,182,46.97,1.3,0.148,0.217,0.36,0.1963,0.83,0.37,1.4,1.35,60,30,10,60,30,10
132,86,86132,86_132,159,47.19,0.7,0.148,0.267,0.41,0.2313,1.04,0.38,1.39,1.35,60,30,10,60,30,10
132,87,87132,87_132,131,47.42,1.3,0.159,0.305,0.448,0.2612,2.27,0.38,1.22,1.31,35,35,30,60,30,10
132,88,88132,88_132,111,47.64,1.3,0.148,0.277,0.42,0.2383,1.65,0.69,1.38,1.31,60,30,10,60,30,10
132,89,89132,89_132,111,47.86,1.3,0.148,0.295,0.438,0.2509,1.37,0.48,1.38,1.39,60,30,10,60,30,10
132,90,90132,90_132,117,48.09,1.3,0.148,0.292,0.435,0.2488,1.37,0.48,1.38,1.39,60,30,10,60,30,10
132,91,91132,91_132,142,48.31,1.3,0.148,0.283,0.426,0.2425,1.57,0.56,1.38,1.37,60,30,10,60,30,10
132,92,92132,92_132,174,48.54,1.3,0.148,0.283,0.426,0.2425,1.37,0.48,1.38,1.37,60,30,10,60,30,10
132,93,93132,93_132,252,48.76,1.3,0.148,0.276,0.419,0.2376,0.86,0.37,1.4,1.38,60,30,10,60,30,10
132,94,94132,94_132,284,48.98,1.3,0.197,0.32,0.466,0.2831,1.41,0.5,1.25,1.26,35,35,30,35,35,30
132,95,95132,95_132,347,49.21,1.3,0.148,0.271,0.414,0.2341,1.16,0.5,1.4,1.35,60,30,10,60,30,10
132,96,96132,96_132,335,49.43,1.3,0.148,0.271,0.414,0.2341,1,0.38,1.4,1.38,60,30,10,60,30,10
132,97,97132,97_132,326,49.65,1.3,0.148,0.266,0.409,0.2306,0.99,0.37,1.41,1.33,60,30,10,60,30,10
132,98,98132,98_132,324,49.88,1.3,0.148,0.268,0.411,0.232,0.86,0.38,1.41,1.35,60,30,10,60,30,10
132,99,99132,99_132,273,50.1,1.3,0.148,0.287,0.43,0.2453,1,0.37,1.4,1.38,60,30,10,60,30,10
132,100,100132,100_132,205,50.32,1.3,0.148,0.282,0.425,0.2418,0.86,0.38,1.4,1.39,60,30,10,60,30,10
132,101,101132,101_132,178,50.55,1.3,0.148,0.243,0.386,0.2145,0.99,0.38,1.41,1.4,60,30,10,60,30,10
132,102,102132,102_132,168,50.77,1.3,0.095,0.191,0.437,0.1622,0.86,0.3,1.62,1.59,65,10,25,65,10,25
132,103,103132,103_132,190,50.99,1.3,0.148,0.281,0.424,0.2411,0.86,0.36,1.41,1.4,60,30,10,60,30,10
132,104,104132,104_132,181,51.21,1.3,0.136,0.237,0.404,0.2067,0.83,0.36,1.6,1.45,65,10,25,60,30,10
132,105,105132,105_132,153,51.44,1.3,0.095,0.19,0.436,0.1615,0.74,0.36,1.7,1.7,65,10,25,65,10,25
132,106,106132,106_132,144,51.66,1.3,0.095,0.223,0.469,0.1846,1,0.38,1.4,1.4,65,10,25,65,10,25
132,107,107132,107_132,142,51.88,1.3,0.148,0.279,0.422,0.2397,1.07,0.37,1.39,1.35,60,30,10,60,30,10
132,108,108132,108_132,111,52.11,1.3,0.095,0.186,0.432,0.1587,2.02,0.51,1.39,1.38,65,10,25,65,10,25
132,109,109132,109_132,102,52.33,1.3,0.095,0.193,0.439,0.1636,0.5,0.3,1.59,1.5,65,10,25,65,10,25
132,110,110132,110_132,97,52.55,1.3,0.148,0.27,0.413,0.2334,0.74,0.36,1.4,1.35,60,30,10,60,30,10
132,111,111132,111_132,95,52.78,1.3,0.186,0.308,0.453,0.2714,1.7,0.55,1.36,1.31,60,30,10,35,35,30
132,112,112132,112_132,65,53,1.3,0.136,0.271,0.438,0.2305,2.02,0.51,1.4,1.4,65,10,25,60,30,10
132,113,113132,113_132,94,53.22,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
132,114,114132,114_132,76,53.44,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.59,1.44,65,10,25,60,30,10
132,115,115132,115_132,80,53.67,1.3,0.148,0.276,0.419,0.2376,0.99,0.37,1.41,1.4,60,30,10,60,30,10
132,116,116132,116_132,69,53.89,1.3,0.148,0.257,0.4,0.2243,1,0.38,1.4,1.33,60,30,10,60,30,10
132,117,117132,117_132,36,54.11,1.3,0.148,0.257,0.4,0.2243,0.99,0.38,1.4,1.33,60,30,10,60,30,10
132,118,118132,118_132,16,54.34,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
132,143,143132,143_132,1,59.9,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,144,144132,144_132,8,60.12,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,145,145132,145_132,10,60.34,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,155,155132,155_132,14,62.56,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,156,156132,156_132,18,62.79,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,158,158132,158_132,1,63.23,1.3,0.197,0.225,0.371,0.2166,1.65,0.43,1.23,1.22,35,35,30,35,35,30
132,159,159132,159_132,1,63.45,1.3,0.197,0.225,0.371,0.2166,1.65,0.77,1.21,1.21,35,35,30,35,35,30
132,168,168132,168_132,9,65.45,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,169,169132,169_132,11,65.67,1.3,0.148,0.226,0.369,0.2026,1.45,0.5,1.41,1.54,60,30,10,60,30,10
132,170,170132,170_132,24,65.89,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,171,171132,171_132,82,66.11,1.3,0.095,0.185,0.431,0.158,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,172,172132,172_132,73,66.34,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
132,173,173132,173_132,93,66.56,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,174,174132,174_132,136,66.78,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,175,175132,175_132,163,67,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,176,176132,176_132,173,67.22,1.3,0.095,0.185,0.431,0.158,0.4,0.21,1.71,1.71,65,10,25,65,10,25
132,177,177132,177_132,180,67.44,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,178,178132,178_132,226,67.66,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
132,179,179132,179_132,230,67.89,1.3,0.4,0.491,0.551,0.4637,33.63,32.89,0.27,0.28,40,20,40,40,20,40
132,180,180132,180_132,254,68.11,1.3,0.4,0.491,0.551,0.4637,33.63,32.89,0.27,0.28,40,20,40,40,20,40
132,182,182132,182_132,360,68.55,1.3,0.4,0.698,0.758,0.6086,39.4,38.46,0.23,0.23,40,20,40,40,20,40
132,186,186132,186_132,353,69.43,0.5,0.095,0.331,0.577,0.2602,1.97,0.91,1.73,1.7,65,10,25,65,10,25
132,189,189132,189_132,80,70.1,1.3,0.148,0.282,0.425,0.2418,1.04,0.41,1.42,1.43,60,30,10,60,30,10
132,190,190132,190_132,160,70.32,1.3,0.095,0.229,0.475,0.1888,1.04,0.39,1.7,1.7,65,10,25,65,10,25
132,191,191132,191_132,157,70.54,0.5,0.095,0.331,0.577,0.2602,0.7,0.31,1.6,1.58,65,10,25,65,10,25
133,49,49133,49_133,59,38.86,1.3,0.148,0.266,0.409,0.2306,0.79,0.41,1.4,1.38,60,30,10,60,30,10
133,50,50133,50_133,91,39.09,1.3,0.148,0.266,0.409,0.2306,0.79,0.41,1.4,1.38,60,30,10,60,30,10
133,51,51133,51_133,230,39.31,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.35,60,30,10,60,30,10
133,52,52133,52_133,92,39.54,1.3,0.148,0.266,0.409,0.2306,1,0.38,1.4,1.35,60,30,10,60,30,10
133,55,55133,55_133,17,40.21,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.6,1.48,65,10,25,65,10,25
133,56,56133,56_133,23,40.44,1.3,0.148,0.273,0.416,0.2355,1,0.4,1.39,1.33,60,30,10,60,30,10
133,57,57133,57_133,326,40.67,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
133,58,58133,58_133,334,40.89,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
133,59,59133,59_133,38,41.12,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
133,80,80133,80_133,99,45.83,1,0.148,0.311,0.454,0.2621,0.83,0.28,1.39,1.34,60,30,10,60,30,10
133,81,81133,81_133,120,46.05,1.3,0.095,0.173,0.419,0.1496,0.74,0.36,1.4,1.39,65,10,25,65,10,25
133,82,82133,82_133,178,46.28,1.3,0.148,0.226,0.369,0.2026,1.65,0.47,1.35,1.34,60,30,10,60,30,10
133,83,83133,83_133,162,46.5,1.3,0.197,0.321,0.467,0.2838,1.65,0.67,1.38,1.35,35,35,30,35,35,30
133,84,84133,84_133,172,46.72,1.3,0.148,0.278,0.421,0.239,1.04,0.5,1.39,1.35,60,30,10,60,30,10
133,85,85133,85_133,284,46.95,1.3,0.148,0.272,0.415,0.2348,0.98,0.47,1.4,1.38,60,30,10,60,30,10
133,86,86133,86_133,379,47.17,1.3,0.148,0.217,0.36,0.1963,0.98,0.47,1.4,1.38,60,30,10,60,30,10
133,87,87133,87_133,197,47.39,1.3,0.148,0.272,0.415,0.2348,0.98,0.47,1.4,1.35,60,30,10,60,30,10
133,88,88133,88_133,126,47.62,1.3,0.148,0.278,0.421,0.239,1.37,0.48,1.38,1.39,60,30,10,60,30,10
133,89,89133,89_133,105,47.84,1.3,0.148,0.295,0.438,0.2509,1.37,0.48,1.38,1.39,60,30,10,60,30,10
133,90,90133,90_133,118,48.06,1.3,0.148,0.293,0.436,0.2495,1.37,0.48,1.38,1.39,60,30,10,60,30,10
133,91,91133,91_133,170,48.29,1.3,0.148,0.282,0.425,0.2418,1.64,0.78,1.36,1.35,60,30,10,60,30,10
133,92,92133,92_133,198,48.51,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
133,93,93133,93_133,236,48.73,1.3,0.148,0.276,0.419,0.2376,0.75,0.37,1.4,1.35,60,30,10,60,30,10
133,94,94133,94_133,246,48.96,1.3,0.148,0.276,0.419,0.2376,1,0.4,1.4,1.4,60,30,10,60,30,10
133,95,95133,95_133,433,49.18,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.38,60,30,10,60,30,10
133,96,96133,96_133,486,49.4,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
133,97,97133,97_133,298,49.63,1.3,0.148,0.266,0.409,0.2306,0.99,0.37,1.41,1.36,60,30,10,60,30,10
133,98,98133,98_133,257,49.85,0.7,0.148,0.358,0.501,0.295,0.83,0.29,1.4,1.33,60,30,10,60,30,10
133,99,99133,99_133,228,50.07,1.3,0.148,0.276,0.419,0.2376,0.83,0.36,1.4,1.4,60,30,10,60,30,10
133,100,100133,100_133,199,50.3,1.3,0.148,0.276,0.419,0.2376,0.86,0.38,1.4,1.4,60,30,10,60,30,10
133,101,101133,101_133,232,50.52,1.3,0.148,0.243,0.386,0.2145,0.99,0.36,1.41,1.38,60,30,10,60,30,10
133,102,102133,102_133,241,50.74,1.3,0.095,0.19,0.436,0.1615,2.02,0.39,1.62,1.59,65,10,25,65,10,25
133,103,103133,103_133,225,50.97,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.59,1.44,65,10,25,60,30,10
133,104,104133,104_133,183,51.19,1.3,0.136,0.237,0.404,0.2067,0.74,0.36,1.59,1.45,65,10,25,60,30,10
133,105,105133,105_133,166,51.41,1.3,0.095,0.177,0.423,0.1524,0.63,0.3,1.7,1.7,65,10,25,65,10,25
133,106,106133,106_133,147,51.64,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
133,107,107133,107_133,132,51.86,1.3,0.095,0.228,0.474,0.1881,0.99,0.38,1.4,1.4,65,10,25,65,10,25
133,108,108133,108_133,98,52.08,1.3,0.4,0.497,0.557,0.4679,3.12,1.07,0.95,1.28,40,20,40,40,20,40
133,109,109133,109_133,109,52.3,1.3,0.095,0.2,0.446,0.1685,1.07,0.39,1.59,1.44,65,10,25,65,10,25
133,110,110133,110_133,95,52.53,1.3,0.136,0.268,0.435,0.2284,0.74,0.36,1.59,1.44,65,10,25,60,30,10
133,111,111133,111_133,96,52.75,1.3,0.148,0.283,0.426,0.2425,1.07,0.39,1.4,1.35,60,30,10,60,30,10
133,112,112133,112_133,89,52.97,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.59,1.44,65,10,25,60,30,10
133,113,113133,113_133,102,53.19,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
133,114,114133,114_133,97,53.42,1.3,0.148,0.276,0.419,0.2376,0.99,0.3,1.41,1.38,60,30,10,60,30,10
133,115,115133,115_133,89,53.64,1.3,0.148,0.257,0.4,0.2243,0.99,0.37,1.4,1.38,60,30,10,60,30,10
133,116,116133,116_133,58,53.86,1.3,0.148,0.257,0.4,0.2243,0.99,0.38,1.4,1.33,60,30,10,60,30,10
133,117,117133,117_133,11,54.09,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
133,118,118133,118_133,9,54.31,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
133,144,144133,144_133,9,60.09,1.3,0.197,0.225,0.371,0.2166,1.65,0.43,1.23,1.22,35,35,30,35,35,30
133,145,145133,145_133,1,60.31,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,152,152133,152_133,13,61.86,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,153,153133,153_133,15,62.08,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,154,154133,154_133,17,62.31,1.3,0.095,0.225,0.471,0.186,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,155,155133,155_133,20,62.53,1.3,0.197,0.327,0.473,0.288,2.18,0.77,1.21,1.21,35,35,30,35,35,30
133,156,156133,156_133,34,62.75,1.3,0.095,0.225,0.471,0.186,2.18,0.77,1.21,1.21,65,10,25,65,10,25
133,157,157133,157_133,12,62.97,1.3,0.197,0.327,0.473,0.288,2.18,0.77,1.21,1.21,35,35,30,35,35,30
133,158,158133,158_133,9,63.19,1.3,0.197,0.327,0.473,0.288,1.65,0.77,1.21,1.21,35,35,30,35,35,30
133,169,169133,169_133,1,65.63,1.3,0.148,0.226,0.369,0.2026,1.45,0.5,1.41,1.42,60,30,10,60,30,10
133,170,170133,170_133,24,65.85,1.3,0.148,0.226,0.369,0.2026,1.39,0.5,1.41,1.54,60,30,10,60,30,10
133,171,171133,171_133,58,66.07,1.3,0.095,0.185,0.431,0.158,0.4,0.21,1.71,1.71,65,10,25,65,10,25
133,172,172133,172_133,94,66.29,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
133,173,173133,173_133,132,66.51,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
133,175,175133,175_133,136,66.96,0.5,0.148,0.382,0.525,0.3118,5.27,0.81,0.8,1.54,60,30,10,60,30,10
133,176,176133,176_133,155,67.18,1.3,0.095,0.185,0.431,0.158,1.97,0.81,1.71,1.7,65,10,25,65,10,25
133,177,177133,177_133,167,67.4,1.3,0.095,0.185,0.431,0.158,0.4,0.21,1.71,1.71,65,10,25,65,10,25
133,178,178133,178_133,234,67.62,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,180,180133,180_133,267,68.06,1.3,0.4,0.698,0.758,0.6086,39.4,38.46,0.23,0.23,40,20,40,40,20,40
133,181,181133,181_133,305,68.28,1.3,0.148,0.239,0.382,0.2117,2.18,0.6,1.41,1.42,60,30,10,60,30,10
133,186,186133,186_133,260,69.38,1.3,0.4,0.534,0.594,0.4938,35.27,39.16,0.26,0.23,40,20,40,40,20,40
133,190,190133,190_133,160,70.27,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
133,191,191133,191_133,120,70.49,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,49,49134,49_134,40,38.84,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
134,50,50134,50_134,90,39.07,1.3,0.148,0.266,0.409,0.2306,0.79,0.43,1.39,1.37,60,30,10,60,30,10
134,51,51134,51_134,62,39.29,1.3,0.148,0.266,0.409,0.2306,0.79,0.4,1.4,1.38,60,30,10,60,30,10
134,52,52134,52_134,136,39.52,1.3,0.148,0.283,0.426,0.2425,0.77,0.37,1.4,1.35,60,30,10,60,30,10
134,56,56134,56_134,22,40.42,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
134,57,57134,57_134,421,40.64,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
134,58,58134,58_134,343,40.87,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
134,80,80134,80_134,97,45.8,1.3,0.148,0.285,0.428,0.2439,1.07,0.4,1.38,1.39,60,30,10,60,30,10
134,81,81134,81_134,110,46.03,1.3,0.148,0.286,0.429,0.2446,1.26,0.5,1.38,1.31,60,30,10,60,30,10
134,82,82134,82_134,163,46.25,1.3,0.148,0.273,0.416,0.2355,0.98,0.47,1.4,1.35,60,30,10,60,30,10
134,83,83134,83_134,159,46.48,1.3,0.148,0.278,0.421,0.239,1.26,0.5,1.38,1.31,60,30,10,60,30,10
134,84,84134,84_134,184,46.7,1.3,0.148,0.277,0.42,0.2383,1.65,0.78,1.38,1.35,60,30,10,60,30,10
134,85,85134,85_134,144,46.92,1.3,0.148,0.277,0.42,0.2383,1.65,0.78,1.35,1.35,60,30,10,60,30,10
134,86,86134,86_134,180,47.15,1.3,0.148,0.277,0.42,0.2383,1.95,0.78,1.35,1.35,60,30,10,60,30,10
134,87,87134,87_134,228,47.37,0.5,0.148,0.328,0.471,0.274,0.74,0.36,1.4,1.35,60,30,10,60,30,10
134,88,88134,88_134,152,47.59,1.3,0.148,0.277,0.42,0.2383,1.65,0.67,1.38,1.37,60,30,10,60,30,10
134,89,89134,89_134,117,47.82,1.3,0.148,0.282,0.425,0.2418,1.37,0.5,1.4,1.39,60,30,10,60,30,10
134,90,90134,90_134,140,48.04,1.3,0.148,0.282,0.425,0.2418,1.64,0.69,1.38,1.37,60,30,10,60,30,10
134,91,91134,91_134,184,48.26,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
134,92,92134,92_134,210,48.49,1.3,0.148,0.283,0.426,0.2425,0.82,0.37,1.4,1.35,60,30,10,60,30,10
134,93,93134,93_134,214,48.71,1.3,0.148,0.276,0.419,0.2376,0.86,0.37,1.4,1.38,60,30,10,60,30,10
134,94,94134,94_134,484,48.93,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.4,1.38,60,30,10,60,30,10
134,95,95134,95_134,328,49.16,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
134,96,96134,96_134,594,49.38,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.41,1.38,60,30,10,60,30,10
134,97,97134,97_134,359,49.6,1.3,0.148,0.261,0.404,0.2271,0.83,0.28,1.41,1.38,60,30,10,60,30,10
134,98,98134,98_134,283,49.83,1.3,0.148,0.281,0.424,0.2411,0.86,0.36,1.4,1.35,60,30,10,60,30,10
134,99,99134,99_134,278,50.05,1.3,0.136,0.24,0.407,0.2088,0.74,0.28,1.59,1.44,65,10,25,60,30,10
134,100,100134,100_134,246,50.27,1.3,0.136,0.24,0.407,0.2088,0.55,0.26,1.59,1.44,65,10,25,60,30,10
134,101,101134,101_134,246,50.49,1.3,0.148,0.283,0.426,0.2425,0.99,0.29,1.41,1.33,60,30,10,60,30,10
134,102,102134,102_134,268,50.72,1.3,0.095,0.197,0.443,0.1664,0.93,0.24,1.59,1.5,65,10,25,65,10,25
134,103,103134,103_134,235,50.94,1.3,0.095,0.192,0.438,0.1629,0.93,0.26,1.59,1.49,65,10,25,65,10,25
134,104,104134,104_134,197,51.16,1.3,0.095,0.19,0.436,0.1615,2.02,0.39,1.7,1.73,65,10,25,65,10,25
134,105,105134,105_134,165,51.39,1.3,0.095,0.192,0.438,0.1629,0.7,0.3,1.7,1.64,65,10,25,65,10,25
134,106,106134,106_134,167,51.61,1.3,0.136,0.237,0.404,0.2067,0.7,0.3,1.6,1.45,65,10,25,60,30,10
134,107,107134,107_134,138,51.83,1.3,0.095,0.188,0.434,0.1601,1.07,0.37,1.6,1.44,65,10,25,65,10,25
134,108,108134,108_134,105,52.05,1.3,0.095,0.223,0.469,0.1846,1.07,0.37,1.41,1.35,65,10,25,65,10,25
134,109,109134,109_134,111,52.28,1.3,0.095,0.23,0.476,0.1895,0.86,0.3,1.7,1.7,65,10,25,65,10,25
134,110,110134,110_134,104,52.5,1.3,0.095,0.197,0.443,0.1664,0.74,0.36,1.7,1.64,65,10,25,65,10,25
134,111,111134,111_134,89,52.72,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
134,112,112134,112_134,85,52.94,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.4,1.38,65,10,25,60,30,10
134,113,113134,113_134,104,53.17,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
134,114,114134,114_134,93,53.39,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.41,1.38,60,30,10,60,30,10
134,115,115134,115_134,101,53.61,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
134,116,116134,116_134,99,53.83,1.3,0.197,0.306,0.452,0.2733,1.16,0.58,1.25,1.26,35,35,30,35,35,30
134,117,117134,117_134,28,54.06,1.3,0.148,0.281,0.424,0.2411,0.86,0.38,1.4,1.4,60,30,10,60,30,10
134,118,118134,118_134,108,54.28,1.3,0.148,0.276,0.419,0.2376,0.86,0.37,1.4,1.4,60,30,10,60,30,10
134,119,119134,119_134,16,54.5,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,143,143134,143_134,1,59.83,1.3,0.197,0.225,0.371,0.2166,1.65,0.77,1.21,1.21,35,35,30,35,35,30
134,144,144134,144_134,1,60.05,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,145,145134,145_134,1,60.27,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,146,146134,146_134,3,60.5,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,147,147134,147_134,8,60.72,1.3,0.095,0.186,0.432,0.1587,1.65,0.43,1.41,1.42,65,10,25,65,10,25
134,148,148134,148_134,10,60.94,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,149,149134,149_134,17,61.16,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,150,150134,150_134,12,61.38,1.3,0.095,0.186,0.432,0.1587,2.18,0.43,1.41,1.42,65,10,25,65,10,25
134,151,151134,151_134,7,61.6,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,152,152134,152_134,26,61.83,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,153,153134,153_134,62,62.05,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,154,154134,154_134,82,62.27,1.3,0.095,0.218,0.464,0.1811,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,155,155134,155_134,104,62.49,1.3,0.095,0.225,0.471,0.186,2.18,0.77,1.22,1.22,65,10,25,65,10,25
134,156,156134,156_134,80,62.71,1.3,0.4,0.491,0.551,0.4637,2.18,0.77,1.21,1.21,40,20,40,40,20,40
134,157,157134,157_134,26,62.93,1.3,0.197,0.327,0.473,0.288,1.65,0.77,1.21,1.21,35,35,30,35,35,30
134,158,158134,158_134,17,63.16,1.3,0.095,0.225,0.471,0.186,2.18,0.5,1.23,1.22,65,10,25,65,10,25
134,159,159134,159_134,23,63.38,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,160,160134,160_134,9,63.6,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,161,161134,161_134,9,63.82,1.3,0.095,0.123,0.369,0.1146,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,170,170134,170_134,22,65.81,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
134,171,171134,171_134,50,66.03,1.3,0.095,0.185,0.431,0.158,0.4,0.21,1.71,1.71,65,10,25,65,10,25
134,172,172134,172_134,64,66.25,1.3,0.095,0.197,0.443,0.1664,2.18,0.39,1.71,1.71,65,10,25,65,10,25
134,173,173134,173_134,75,66.47,1.3,0.095,0.207,0.453,0.1734,2.18,0.39,1.71,1.71,65,10,25,65,10,25
134,174,174134,174_134,79,66.69,1.3,0.095,0.186,0.432,0.1587,1.39,0.39,1.71,1.71,65,10,25,65,10,25
134,175,175134,175_134,99,66.91,1.3,0.095,0.207,0.453,0.1734,2.18,0.81,1.71,1.7,65,10,25,65,10,25
134,176,176134,176_134,167,67.13,1.3,0.4,0.698,0.758,0.6086,33.63,32.89,0.27,0.28,40,20,40,40,20,40
134,177,177134,177_134,191,67.35,1.3,0.4,0.698,0.758,0.6086,33.63,32.89,0.27,0.28,40,20,40,40,20,40
134,178,178134,178_134,209,67.57,1.3,0.4,0.698,0.758,0.6086,33.63,32.89,0.27,0.28,40,20,40,40,20,40
134,179,179134,179_134,199,67.79,1.3,0.4,0.698,0.758,0.6086,33.63,32.89,0.27,0.28,40,20,40,40,20,40
134,180,180134,180_134,219,68.01,1.3,0.4,0.698,0.758,0.6086,33.63,32.89,0.27,0.28,40,20,40,40,20,40
134,181,181134,181_134,290,68.23,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
134,186,186134,186_134,249,69.33,1.3,0.095,0.229,0.475,0.1888,1.97,0.6,1.7,1.7,65,10,25,65,10,25
134,187,187134,187_134,250,69.55,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.73,1.7,65,10,25,65,10,25
